episode:7520, reward: -100, mean reward: 8.36, score: 835.6840581809425, epsilon: 0.0500003489447409, total steps: 441176
episode:14951, reward: -11.562600225160656, mean reward: -6.04, score: -205.47222628202147, epsilon: 0.05000000000186502, total steps: 805358
episode:14952, reward: -13.163671834274972, mean reward: -1.28, score: -213.1123764188667, epsilon: 0.05000000000185473, total steps: 805524
episode:14953, reward: -16.041489019983683, mean reward: -13.2, score: -211.17523541208394, epsilon: 0.050000000001853735, total steps: 805540
episode:14954, reward: -11.06514827625883, mean reward: -5.18, score: -207.38233523958183, epsilon: 0.050000000001851265, total steps: 805580
episode:14955, reward: -8.809258506841136, mean reward: -5.29, score: -201.0580581460711, epsilon: 0.05000000000184893, total steps: 805618
episode:14956, reward: -100, mean reward: 1.0, score: 24.000054922230944, epsilon: 0.05000000000184745, total steps: 805642
episode:14957, reward: -18.403418703606736, mean reward: -17.03, score: -204.30209875401394, epsilon: 0.050000000001846706, total steps: 805654
episode:14958, reward: -13.991281707958347, mean reward: -10.77, score: -204.72090422352298, epsilon: 0.05000000000184554, total steps: 805673
episode:14959, reward: -12.037083032127718, mean reward: -4.76, score: -209.6179073488478, epsilon: 0.050000000001842834, total steps: 805717
episode:14960, reward: -18.573077826228996, mean reward: -5.86, score: -216.95455323129212, epsilon: 0.05000000000184056, total steps: 805754
episode:14961, reward: -12.017849576263934, mean reward: -11.12, score: -200.16214918096583, epsilon: 0.050000000001839455, total steps: 805772
episode:14962, reward: -11.899870719459527, mean reward: -11.59, score: -208.6602380101945, epsilon: 0.05000000000183835, total steps: 805790
episode:14963, reward: -7.809238562976678, mean reward: -2.35, score: -200.14842974162687, epsilon: 0.050000000001833154, total steps: 805875
episode:14964, reward: -9.426686885178054, mean reward: -4.76, score: -200.03506748651355, epsilon: 0.05000000000183059, total steps: 805917
episode:14965, reward: -17.878112999014654, mean reward: -2.74, score: -208.06995897452444, epsilon: 0.05000000000182596, total steps: 805993
episode:14966, reward: -10.80486130234331, mean reward: -6.1, score: -207.25150148784638, epsilon: 0.05000000000182389, total steps: 806027
episode:14967, reward: -200, mean reward: -3.4, score: -204.093709680065, epsilon: 0.05000000000182024, total steps: 806087
episode:14968, reward: -100, mean reward: -0.24, score: -8.272318002925715, epsilon: 0.05000000000181818, total steps: 806121
episode:14969, reward: -11.639919484962208, mean reward: -10.86, score: -206.34766512130489, epsilon: 0.05000000000181703, total steps: 806140
episode:14970, reward: -10.450034900916668, mean reward: -5.67, score: -209.61522597931358, epsilon: 0.050000000001814794, total steps: 806177
episode:14971, reward: -11.436895719601024, mean reward: -2.62, score: -209.52041267873042, epsilon: 0.05000000000180996, total steps: 806257
episode:14972, reward: -11.941093241417125, mean reward: -5.27, score: -205.67480071875724, epsilon: 0.050000000001807605, total steps: 806296
episode:14973, reward: -9.785483881116656, mean reward: -5.5, score: -203.39857028163732, epsilon: 0.05000000000180538, total steps: 806333
episode:14974, reward: -19.816764710233873, mean reward: -15.41, score: -215.7328248666638, epsilon: 0.05000000000180454, total steps: 806347
episode:14975, reward: -11.731475950161908, mean reward: -10.65, score: -202.41172504710238, epsilon: 0.050000000001803394, total steps: 806366
episode:14976, reward: -8.882889751745713, mean reward: -5.67, score: -204.12984509771263, epsilon: 0.05000000000180123, total steps: 806402
episode:14977, reward: -15.832160865376931, mean reward: -15.97, score: -207.60482877905363, epsilon: 0.05000000000180045, total steps: 806415
episode:14978, reward: -11.151258014704602, mean reward: -2.54, score: -200.75384015810818, epsilon: 0.05000000000179572, total steps: 806494
episode:14979, reward: -13.938763587454241, mean reward: -11.19, score: -212.67036081294887, epsilon: 0.05000000000179458, total steps: 806513
episode:14980, reward: -8.895059374622031, mean reward: -2.44, score: -205.10627400717073, epsilon: 0.050000000001789564, total steps: 806597
episode:14981, reward: -15.327256170354863, mean reward: -3.64, score: -207.3035882096668, epsilon: 0.050000000001786164, total steps: 806654
episode:14982, reward: -8.211999023248948, mean reward: -1.86, score: -203.09385993320151, epsilon: 0.05000000000177968, total steps: 806763
episode:14983, reward: -14.001447461583334, mean reward: -10.16, score: -213.4475573260946, epsilon: 0.05000000000177844, total steps: 806784
episode:14984, reward: -9.149686530664454, mean reward: -4.92, score: -206.51519467086763, epsilon: 0.05000000000177595, total steps: 806826
episode:14985, reward: -18.912947453848297, mean reward: -15.19, score: -212.63364865312127, epsilon: 0.050000000001775124, total steps: 806840
episode:14986, reward: -12.16009302790501, mean reward: -5.05, score: -207.0465215210268, epsilon: 0.0500000000017727, total steps: 806881
episode:14987, reward: -16.42861449914443, mean reward: -2.62, score: -209.70902483095102, epsilon: 0.05000000000176798, total steps: 806961
episode:14988, reward: -11.40287669262003, mean reward: -5.46, score: -202.06993365345193, epsilon: 0.0500000000017658, total steps: 806998
episode:14989, reward: -10.017017367428076, mean reward: -4.45, score: -209.38255793851744, epsilon: 0.05000000000176304, total steps: 807045
episode:14990, reward: -12.072345037695461, mean reward: -1.66, score: -202.7526041158846, epsilon: 0.05000000000175588, total steps: 807167
episode:14991, reward: -11.780828677869795, mean reward: -9.87, score: -207.36478572934467, epsilon: 0.050000000001754655, total steps: 807188
episode:14992, reward: 8.583021744307139, mean reward: 4.29, score: 2147.9929027295284, epsilon: 0.050000000001725595, total steps: 807689
episode:14993, reward: -11.878983035095516, mean reward: -11.35, score: -204.35049513951958, epsilon: 0.05000000000172456, total steps: 807707
episode:14994, reward: -9.292890122871654, mean reward: -1.73, score: -201.88140357181902, epsilon: 0.050000000001717844, total steps: 807824
episode:14995, reward: -9.199531318582826, mean reward: -5.48, score: -208.1751524512662, epsilon: 0.05000000000171567, total steps: 807862
episode:14996, reward: -9.34157876096215, mean reward: -2.12, score: -207.617000657591, epsilon: 0.05000000000171007, total steps: 807960
episode:14997, reward: -12.077333654044823, mean reward: -2.43, score: -208.73984320021538, epsilon: 0.05000000000170518, total steps: 808046
episode:14998, reward: -19.4874338631754, mean reward: -15.41, score: -200.32147858175972, epsilon: 0.05000000000170444, total steps: 808059
episode:14999, reward: -14.393794758939647, mean reward: -10.83, score: -205.7338647797274, epsilon: 0.05000000000170336, total steps: 808078
episode:15000, reward: -11.220020895886357, mean reward: -6.11, score: -201.68638081971542, epsilon: 0.05000000000170149, total steps: 808111
episode:15001, reward: -100, mean reward: -1.54, score: -103.09200206427828, epsilon: 0.05000000000169769, total steps: 808178
episode:15002, reward: -14.135412517052988, mean reward: -10.67, score: -202.66653536149403, epsilon: 0.05000000000169662, total steps: 808197
episode:15003, reward: -9.564710841765613, mean reward: -5.65, score: -203.28585085640088, epsilon: 0.050000000001694585, total steps: 808233
episode:15004, reward: -15.038601510702016, mean reward: -10.81, score: -205.3370411294047, epsilon: 0.05000000000169351, total steps: 808252
episode:15005, reward: -8.848391465315451, mean reward: -5.94, score: -207.8468035940844, epsilon: 0.05000000000169154, total steps: 808287
episode:15006, reward: -16.908812167946824, mean reward: -15.41, score: -215.69172945812124, epsilon: 0.05000000000169075, total steps: 808301
episode:15007, reward: 4.410377231115741, mean reward: 1.15, score: 577.36733518588, epsilon: 0.05000000000166275, total steps: 808802
episode:15008, reward: -14.450312128485454, mean reward: -9.71, score: -203.99189779592217, epsilon: 0.05000000000166158, total steps: 808823
episode:15009, reward: -100, mean reward: -1.53, score: -132.881085185905, epsilon: 0.05000000000165677, total steps: 808910
episode:15010, reward: -11.58710033042509, mean reward: -9.84, score: -206.62128631976483, epsilon: 0.05000000000165561, total steps: 808931
episode:15011, reward: -8.211546292485304, mean reward: -5.6, score: -207.05840555540468, epsilon: 0.05000000000165357, total steps: 808968
episode:15012, reward: -9.440391346474758, mean reward: -1.35, score: -204.3684652016645, epsilon: 0.05000000000164527, total steps: 809119
episode:15013, reward: -11.76125624253754, mean reward: -10.04, score: -210.83139019132318, epsilon: 0.05000000000164412, total steps: 809140
episode:15014, reward: -11.024862988311646, mean reward: -5.3, score: -201.44147345620502, epsilon: 0.050000000001642037, total steps: 809178
episode:15015, reward: -10.291146733573427, mean reward: -4.7, score: -206.99469035229578, epsilon: 0.05000000000163963, total steps: 809222
episode:15016, reward: -11.211037949055846, mean reward: -11.99, score: -203.8477301153947, epsilon: 0.0500000000016387, total steps: 809239
episode:15017, reward: -10.073550857387982, mean reward: -1.18, score: -203.84774686263813, epsilon: 0.050000000001629276, total steps: 809412
episode:15018, reward: -8.810741703040506, mean reward: -1.98, score: -200.35449558817317, epsilon: 0.0500000000016238, total steps: 809513
episode:15019, reward: -10.65385627812297, mean reward: -5.89, score: -206.14556845193215, epsilon: 0.05000000000162191, total steps: 809548
episode:15020, reward: -17.29906340805108, mean reward: -16.13, score: -209.7282093563784, epsilon: 0.050000000001621206, total steps: 809561
episode:15021, reward: -18.90332714143686, mean reward: -3.74, score: -205.8849837931358, epsilon: 0.050000000001618236, total steps: 809616
episode:15022, reward: -12.702387047831555, mean reward: -1.65, score: -205.04261890451485, epsilon: 0.05000000000161156, total steps: 809740
episode:15023, reward: -10.487701294099429, mean reward: -5.54, score: -205.05214277702083, epsilon: 0.050000000001609576, total steps: 809777
episode:15024, reward: -12.122014941105503, mean reward: -10.48, score: -209.58851255060782, epsilon: 0.0500000000016085, total steps: 809797
episode:15025, reward: -20.0168333732574, mean reward: -2.95, score: -215.71054514225352, epsilon: 0.050000000001604594, total steps: 809870
episode:15026, reward: -13.279714294777643, mean reward: -9.54, score: -209.7758222632128, epsilon: 0.050000000001603415, total steps: 809892
episode:15027, reward: -13.847951838121437, mean reward: -11.0, score: -208.93663703619504, epsilon: 0.0500000000016024, total steps: 809911
episode:15028, reward: -9.74322173625316, mean reward: -5.18, score: -201.94166346849522, epsilon: 0.05000000000160032, total steps: 809950
episode:15029, reward: -12.34065149787207, mean reward: -8.02, score: -208.615221850846, epsilon: 0.05000000000159893, total steps: 809976
episode:15030, reward: -100, mean reward: -1.27, score: -68.77653571992967, epsilon: 0.05000000000159606, total steps: 810030
episode:15031, reward: -17.9808706977657, mean reward: -15.59, score: -202.73263398982147, epsilon: 0.050000000001595366, total steps: 810043
episode:15032, reward: -13.133892098519992, mean reward: -6.18, score: -209.98404942195907, epsilon: 0.05000000000159356, total steps: 810077
episode:15033, reward: -9.623394613942724, mean reward: -2.5, score: -207.79544767933095, epsilon: 0.050000000001589155, total steps: 810160
episode:15034, reward: -9.71624263914853, mean reward: -5.97, score: -209.01936769383175, epsilon: 0.0500000000015873, total steps: 810195
episode:15035, reward: -8.195836655121298, mean reward: -4.8, score: -206.58705550390636, epsilon: 0.050000000001585033, total steps: 810238
episode:15036, reward: -13.051853578230268, mean reward: -10.6, score: -201.37849128354603, epsilon: 0.05000000000158403, total steps: 810257
episode:15037, reward: -12.347206175051983, mean reward: -8.64, score: -207.34492550467272, epsilon: 0.05000000000158276, total steps: 810281
episode:15038, reward: -11.696976701244944, mean reward: -6.46, score: -200.2549612355974, epsilon: 0.05000000000158113, total steps: 810312
episode:15039, reward: -10.54270132728068, mean reward: -5.54, score: -210.49290604351552, epsilon: 0.05000000000157912, total steps: 810350
episode:15040, reward: -100, mean reward: 76.47, score: 3976.516927261649, epsilon: 0.05000000000157639, total steps: 810402
episode:15041, reward: -11.381074552505462, mean reward: -4.79, score: -205.77533063160212, epsilon: 0.05000000000157413, total steps: 810445
episode:15042, reward: -100, mean reward: -1.55, score: -88.3646854622191, epsilon: 0.05000000000157114, total steps: 810502
episode:15043, reward: -100, mean reward: -1.65, score: -90.86013703519929, epsilon: 0.05000000000156827, total steps: 810557
episode:15044, reward: -20.182436971597884, mean reward: -15.71, score: -219.96664676072822, epsilon: 0.050000000001567534, total steps: 810571
episode:15045, reward: -12.821713626388862, mean reward: -11.76, score: -211.6831879767519, epsilon: 0.0500000000015666, total steps: 810589
